,Unnamed: 0,Source,Etype,Destination,TimeStamp,full_date,month_day_yr,month_yr,month,yr,Source_Names,Destination_Names
24859529,9516574.0,1847246,0,728286,1506188333,2017-09-23 17:38:53,09/23/2017,09/2017,9,2017,Rosalia Larroque,Kerstin Belveal
24859530,9539033.0,1847246,0,728286,1506361133,2017-09-25 17:38:53,09/25/2017,09/2017,9,2017,Rosalia Larroque,Kerstin Belveal
24859531,9572493.0,1847246,0,728286,1506620333,2017-09-28 17:38:53,09/28/2017,09/2017,9,2017,Rosalia Larroque,Kerstin Belveal
24859533,6386559.0,696047,0,728286,1481903513,2016-12-16 15:51:53,12/16/2016,12/2016,12,2016,Jose Ringwald,Kerstin Belveal
24859534,8022804.0,981554,0,728286,1494610733,2017-05-12 17:38:53,05/12/2017,05/2017,5,2017,Sherrell Biebel,Kerstin Belveal
24859535,9024789.0,981554,0,728286,1502386733,2017-08-10 17:38:53,08/10/2017,08/2017,8,2017,Sherrell Biebel,Kerstin Belveal
24859536,9192905.0,981554,0,728286,1503682733,2017-08-25 17:38:53,08/25/2017,08/2017,8,2017,Sherrell Biebel,Kerstin Belveal
24859537,9304835.0,981554,0,728286,1504546733,2017-09-04 17:38:53,09/04/2017,09/2017,9,2017,Sherrell Biebel,Kerstin Belveal
24859547,87892.0,1690582,3,1847246,1504372733,2017-09-02 17:18:53,09/02/2017,09/2017,9,2017,Meryl Pastuch,Rosalia Larroque
24859549,9411367.0,728286,0,1847246,1505373223,2017-09-14 07:13:43,09/14/2017,09/2017,9,2017,Kerstin Belveal,Rosalia Larroque
24859550,12910125.0,728286,1,1847246,1505377923,2017-09-14 08:32:03,09/14/2017,09/2017,9,2017,Kerstin Belveal,Rosalia Larroque
24859551,12911657.0,728286,1,1847246,1505386653,2017-09-14 10:57:33,09/14/2017,09/2017,9,2017,Kerstin Belveal,Rosalia Larroque
24859552,9471794.0,728286,0,1847246,1505842733,2017-09-19 17:38:53,09/19/2017,09/2017,9,2017,Kerstin Belveal,Rosalia Larroque
24859553,9476371.0,728286,0,1847246,1505877223,2017-09-20 03:13:43,09/20/2017,09/2017,9,2017,Kerstin Belveal,Rosalia Larroque
24859554,9494205.0,728286,0,1847246,1506015533,2017-09-21 17:38:53,09/21/2017,09/2017,9,2017,Kerstin Belveal,Rosalia Larroque
24859555,9828444.0,728286,0,1847246,1508607533,2017-10-21 17:38:53,10/21/2017,10/2017,10,2017,Kerstin Belveal,Rosalia Larroque
24859556,9850477.0,728286,0,1847246,1508780333,2017-10-23 17:38:53,10/23/2017,10/2017,10,2017,Kerstin Belveal,Rosalia Larroque
24859557,9861436.0,728286,0,1847246,1508866733,2017-10-24 17:38:53,10/24/2017,10/2017,10,2017,Kerstin Belveal,Rosalia Larroque
24859560,10340357.0,387200,0,1847246,1512577793,2017-12-06 16:29:53,12/06/2017,12/2017,12,2017,Augusta Sharp,Rosalia Larroque
25032044,8937864.0,728286,1,696047,1482921533,2016-12-28 10:38:53,12/28/2016,12/2016,12,2016,Kerstin Belveal,Jose Ringwald
25032046,7848976.0,981554,0,696047,1493253653,2017-04-27 00:40:53,04/27/2017,04/2017,4,2017,Sherrell Biebel,Jose Ringwald
25119351,9705993.0,728286,1,387200,1487273933,2017-02-16 19:38:53,02/16/2017,02/2017,2,2017,Kerstin Belveal,Augusta Sharp
25119353,10571699.0,1108217,1,387200,1492172333,2017-04-14 12:18:53,04/14/2017,04/2017,4,2017,Lindsy Henion,Augusta Sharp
25119985,45821.0,1108217,3,1600928,1489094988,2017-03-09 21:29:48,03/09/2017,03/2017,3,2017,Lindsy Henion,Ricky Miles
25119988,58448.0,1108217,3,1525352,1494510852,2017-05-11 13:54:12,05/11/2017,05/2017,5,2017,Lindsy Henion,Marian Ahmadi
25119993,72469.0,1108217,3,1971777,1499453714,2017-07-07 18:55:14,07/07/2017,07/2017,7,2017,Lindsy Henion,Loriann Gerard
25119996,100043.0,1108217,3,1685313,1507754885,2017-10-11 20:48:05,10/11/2017,10/2017,10,2017,Lindsy Henion,Craig Carr
25119998,110572.0,1108217,3,1627133,1510521942,2017-11-12 21:25:42,11/12/2017,11/2017,11,2017,Lindsy Henion,Chang Tulip
0,,1847246,5,2038003,1505882733,2017-09-20 04:45:33,09/20/2017,09/2017,09,2017,Rosalia Larroque,Jenice Savaria
