,Unnamed: 0,Source,Etype,Destination,TimeStamp,full_date,month_day_yr,month_yr,month,yr,Source_Names,Destination_Names
2463499,7636570.0,713701,1,320914,1475539646,2016-10-04 00:07:26,10/04/2016,10/2016,10,2016,Jane Tyler,Cora Cross
2463500,7834975.0,713701,1,320914,1476663935,2016-10-17 00:25:35,10/17/2016,10/2016,10,2016,Jane Tyler,Cora Cross
2463501,8043322.0,713701,1,320914,1477850464,2016-10-30 18:01:04,10/30/2016,10/2016,10,2016,Jane Tyler,Cora Cross
2463502,11437302.0,713701,1,320914,1497062653,2017-06-10 02:44:13,06/10/2017,06/2017,6,2017,Jane Tyler,Cora Cross
2463503,11768022.0,713701,1,320914,1498933177,2017-07-01 18:19:37,07/01/2017,07/2017,7,2017,Jane Tyler,Cora Cross
2463508,5821322.0,713474,1,320914,1465217737,2016-06-06 12:55:37,06/06/2016,06/2016,6,2016,Sachiko Sanabria,Cora Cross
2463509,5640553.0,713474,0,320914,1476099426,2016-10-10 11:37:06,10/10/2016,10/2016,10,2016,Sachiko Sanabria,Cora Cross
2463510,5818137.0,713474,0,320914,1477482583,2016-10-26 11:49:43,10/26/2016,10/2016,10,2016,Sachiko Sanabria,Cora Cross
2463519,4134020.0,1376868,1,320914,1455575795,2016-02-15 22:36:35,02/15/2016,02/2016,2,2016,Timothy Gibson,Cora Cross
2463520,3664026.0,1376868,0,320914,1460661477,2016-04-14 19:17:57,04/14/2016,04/2016,4,2016,Timothy Gibson,Cora Cross
2463521,5275866.0,1376868,0,320914,1473251609,2016-09-07 12:33:29,09/07/2016,09/2016,9,2016,Timothy Gibson,Cora Cross
2463529,4588389.0,292073,0,320914,1467887651,2016-07-07 10:34:11,07/07/2016,07/2016,7,2016,Wilhelmina Nybo,Cora Cross
2463530,6525598.0,292073,1,320914,1469225055,2016-07-22 22:04:15,07/22/2016,07/2016,7,2016,Wilhelmina Nybo,Cora Cross
2463531,10832223.0,292073,1,320914,1493643647,2017-05-01 13:00:47,05/01/2017,05/2017,5,2017,Wilhelmina Nybo,Cora Cross
2463545,4088938.0,713468,1,320914,1455319766,2016-02-12 23:29:26,02/12/2016,02/2016,2,2016,Herman Todd,Cora Cross
2463546,3618855.0,713468,0,320914,1460301777,2016-04-10 15:22:57,04/10/2016,04/2016,4,2016,Herman Todd,Cora Cross
2463547,8758695.0,713468,1,320914,1481906524,2016-12-16 16:42:04,12/16/2016,12/2016,12,2016,Herman Todd,Cora Cross
2463563,4413436.0,713489,0,320914,1466519027,2016-06-21 14:23:47,06/21/2016,06/2016,6,2016,Lavona Smola,Cora Cross
2463584,6829131.0,713892,1,320914,1470945937,2016-08-11 20:05:37,08/11/2016,08/2016,8,2016,Bernard Harper,Cora Cross
2463585,4999852.0,713892,0,320914,1471098755,2016-08-13 14:32:35,08/13/2016,08/2016,8,2016,Bernard Harper,Cora Cross
2463586,9804161.0,713892,1,320914,1487831218,2017-02-23 06:26:58,02/23/2017,02/2017,2,2017,Bernard Harper,Cora Cross
2463587,10463140.0,713892,1,320914,1491557243,2017-04-07 09:27:23,04/07/2017,04/2017,4,2017,Bernard Harper,Cora Cross
2463592,4938123.0,713909,1,320914,1460179308,2016-04-09 05:21:48,04/09/2016,04/2016,4,2016,Eula Screen,Cora Cross
2463593,5967090.0,713909,1,320914,1466047309,2016-06-16 03:21:49,06/16/2016,06/2016,6,2016,Eula Screen,Cora Cross
2463594,7198091.0,713909,1,320914,1473045359,2016-09-05 03:15:59,09/05/2016,09/2016,9,2016,Eula Screen,Cora Cross
2463599,3568210.0,713619,0,320914,1459906217,2016-04-06 01:30:17,04/06/2016,04/2016,4,2016,Bulah Breheny,Cora Cross
2463600,5349469.0,713619,1,320914,1462529798,2016-05-06 10:16:38,05/06/2016,05/2016,5,2016,Bulah Breheny,Cora Cross
2463602,2715936.0,713389,0,320914,1453220640,2016-01-19 16:24:00,01/19/2016,01/2016,1,2016,Herman Delaware,Cora Cross
2463627,4373008.0,713266,1,320914,1456941228,2016-03-02 17:53:48,03/02/2016,03/2016,3,2016,Micah Domeier,Cora Cross
2463628,8753588.0,713266,1,320914,1481877108,2016-12-16 08:31:48,12/16/2016,12/2016,12,2016,Micah Domeier,Cora Cross
2463642,4429293.0,1981017,1,320914,1457264943,2016-03-06 11:49:03,03/06/2016,03/2016,3,2016,Terrilyn Overkamp,Cora Cross
2463643,6049285.0,1981017,0,320914,1479285550,2016-11-16 08:39:10,11/16/2016,11/2016,11,2016,Terrilyn Overkamp,Cora Cross
2463650,7152224.0,713687,1,320914,1472784273,2016-09-02 02:44:33,09/02/2016,09/2016,9,2016,Marissa Harryman,Cora Cross
2463660,4882276.0,713997,0,320914,1470177064,2016-08-02 22:31:04,08/02/2016,08/2016,8,2016,Jerry Kleindienst,Cora Cross
2463661,6760100.0,713997,0,320914,1484804336,2017-01-19 05:38:56,01/19/2017,01/2017,1,2017,Jerry Kleindienst,Cora Cross
2463681,4426090.0,240292,0,320914,1466616297,2016-06-22 17:24:57,06/22/2016,06/2016,6,2016,Sabine Braunberger,Cora Cross
2463682,5415015.0,240292,0,320914,1474340828,2016-09-20 03:07:08,09/20/2016,09/2016,9,2016,Sabine Braunberger,Cora Cross
2463683,7406255.0,240292,0,320914,1489817318,2017-03-18 06:08:38,03/18/2017,03/2017,3,2017,Sabine Braunberger,Cora Cross
2463706,8746261.0,714301,1,320914,1481835351,2016-12-15 20:55:51,12/15/2016,12/2016,12,2016,Sherly Roswell,Cora Cross
2463707,7545589.0,714301,0,320914,1490896193,2017-03-30 17:49:53,03/30/2017,03/2017,3,2017,Sherly Roswell,Cora Cross
2463741,3346937.0,713076,0,320914,1458171639,2016-03-16 23:40:39,03/16/2016,03/2016,3,2016,Adele French,Cora Cross
2463742,7168711.0,713076,0,320914,1487978364,2017-02-24 23:19:24,02/24/2017,02/2017,2,2017,Adele French,Cora Cross
2463744,4352410.0,712997,1,320914,1456824263,2016-03-01 09:24:23,03/01/2016,03/2016,3,2016,Toshia Kestler,Cora Cross
2463745,5060804.0,712997,1,320914,1460879711,2016-04-17 07:55:11,04/17/2016,04/2016,4,2016,Toshia Kestler,Cora Cross
2463831,8067212.0,714787,0,320914,1494953765,2017-05-16 16:56:05,05/16/2017,05/2017,5,2017,Ji Caplinger,Cora Cross
2463871,4049731.0,715212,1,320914,1455094103,2016-02-10 08:48:23,02/10/2016,02/2016,2,2016,Drusilla Souers,Cora Cross
2463872,6244818.0,715212,1,320914,1467627406,2016-07-04 10:16:46,07/04/2016,07/2016,7,2016,Drusilla Souers,Cora Cross
2465752,8309386.0,1271503,0,320914,1496828943,2017-06-07 09:49:03,06/07/2017,06/2017,6,2017,Jerome Jordan,Cora Cross
2465753,8642923.0,1271503,0,320914,1499420943,2017-07-07 09:49:03,07/07/2017,07/2017,7,2017,Jerome Jordan,Cora Cross
2465754,8720845.0,1271503,0,320914,1500025743,2017-07-14 09:49:03,07/14/2017,07/2017,7,2017,Jerome Jordan,Cora Cross
2466060,8097248.0,580766,0,320914,1495187343,2017-05-19 09:49:03,05/19/2017,05/2017,5,2017,Trevor Webb,Cora Cross
2466061,8119431.0,580766,0,320914,1495360143,2017-05-21 09:49:03,05/21/2017,05/2017,5,2017,Trevor Webb,Cora Cross
2466062,8141810.0,580766,0,320914,1495532943,2017-05-23 09:49:03,05/23/2017,05/2017,5,2017,Trevor Webb,Cora Cross
2466063,8252916.0,580766,0,320914,1496396943,2017-06-02 09:49:03,06/02/2017,06/2017,6,2017,Trevor Webb,Cora Cross
2466064,8275687.0,580766,0,320914,1496569743,2017-06-04 09:49:03,06/04/2017,06/2017,6,2017,Trevor Webb,Cora Cross
2599463,8683605.0,320914,1,713076,1481483025,2016-12-11 19:03:45,12/11/2016,12/2016,12,2016,Cora Cross,Adele French
3126738,7064505.0,320914,1,713266,1472285965,2016-08-27 08:19:25,08/27/2016,08/2016,8,2016,Cora Cross,Micah Domeier
3126739,7792059.0,320914,0,713266,1492813802,2017-04-21 22:30:02,04/21/2017,04/2017,4,2017,Cora Cross,Micah Domeier
3373615,8187545.0,320914,1,714301,1478668425,2016-11-09 05:13:45,11/09/2016,11/2016,11,2016,Cora Cross,Sherly Roswell
4205105,2820409.0,320914,0,715212,1454039356,2016-01-29 03:49:16,01/29/2016,01/2016,1,2016,Cora Cross,Drusilla Souers
12920142,6215374.0,320914,1,713639,1467459168,2016-07-02 11:32:48,07/02/2016,07/2016,7,2016,Cora Cross,Juan Walsh
12920143,7572644.0,320914,1,713639,1475178329,2016-09-29 19:45:29,09/29/2016,09/2016,9,2016,Cora Cross,Juan Walsh
12920144,7713040.0,320914,1,713639,1475971935,2016-10-09 00:12:15,10/09/2016,10/2016,10,2016,Cora Cross,Juan Walsh
12920145,7383292.0,320914,0,713639,1489642040,2017-03-16 05:27:20,03/16/2017,03/2017,3,2017,Cora Cross,Juan Walsh
17100061,6893672.0,713701,1,580766,1471315916,2016-08-16 02:51:56,08/16/2016,08/2016,8,2016,Jane Tyler,Trevor Webb
17100062,6893684.0,1376868,1,580766,1471315984,2016-08-16 02:53:04,08/16/2016,08/2016,8,2016,Timothy Gibson,Trevor Webb
17100063,8060435.0,713489,0,580766,1494902315,2017-05-16 02:38:35,05/16/2017,05/2017,5,2017,Lavona Smola,Trevor Webb
17100064,8743020.0,320914,0,580766,1500198543,2017-07-16 09:49:03,07/16/2017,07/2017,7,2017,Cora Cross,Trevor Webb
17100078,8164032.0,1271503,0,580766,1495705743,2017-05-25 09:49:03,05/25/2017,05/2017,5,2017,Jerome Jordan,Trevor Webb
17100079,8197276.0,1271503,0,580766,1495964943,2017-05-28 09:49:03,05/28/2017,05/2017,5,2017,Jerome Jordan,Trevor Webb
17100080,8275688.0,1271503,0,580766,1496569743,2017-06-04 09:49:03,06/04/2017,06/2017,6,2017,Jerome Jordan,Trevor Webb
24272848,8119430.0,320914,0,1271503,1495360143,2017-05-21 09:49:03,05/21/2017,05/2017,5,2017,Cora Cross,Jerome Jordan
24272849,8153051.0,320914,0,1271503,1495619343,2017-05-24 09:49:03,05/24/2017,05/2017,5,2017,Cora Cross,Jerome Jordan
24272850,8230644.0,320914,0,1271503,1496224143,2017-05-31 09:49:03,05/31/2017,05/2017,5,2017,Cora Cross,Jerome Jordan
24272854,8197275.0,580766,0,1271503,1495964943,2017-05-28 09:49:03,05/28/2017,05/2017,5,2017,Trevor Webb,Jerome Jordan
24272855,8219322.0,580766,0,1271503,1496137743,2017-05-30 09:49:03,05/30/2017,05/2017,5,2017,Trevor Webb,Jerome Jordan
0,,580766,5,2038138,1484523309,2017-01-15 23:35:09,01/15/2017,01/2017,01,2017,Trevor Webb,Tyree Barreneche
