,Unnamed: 0,Source,Etype,Destination,TimeStamp,full_date,month_day_yr,month_yr,month,yr,Source_Names,Destination_Names
350380,9810622.0,320914,0,713474,1508469071,2017-10-20 03:11:11,10/20/2017,10/2017,10,2017,Cora Cross,Sachiko Sanabria
410437,8807824.0,320914,1,713468,1482185166,2016-12-19 22:06:06,12/19/2016,12/2016,12,2016,Cora Cross,Herman Todd
410438,9115461.0,320914,0,713468,1503084437,2017-08-18 19:27:17,08/18/2017,08/2017,8,2017,Cora Cross,Herman Todd
560115,6132991.0,320914,0,713876,1479935308,2016-11-23 21:08:28,11/23/2016,11/2016,11,2016,Cora Cross,Alex Wilkins
560116,10965252.0,320914,1,713876,1494399056,2017-05-10 06:50:56,05/10/2017,05/2017,5,2017,Cora Cross,Alex Wilkins
560117,12684253.0,320914,1,713876,1504103812,2017-08-30 14:36:52,08/30/2017,08/2017,8,2017,Cora Cross,Alex Wilkins
642736,9264381.0,320914,1,713725,1484775166,2017-01-18 21:32:46,01/18/2017,01/2017,1,2017,Cora Cross,Palmer Kilborne
642737,7050002.0,320914,0,713725,1487055073,2017-02-14 06:51:13,02/14/2017,02/2017,2,2017,Cora Cross,Palmer Kilborne
642738,13164406.0,320914,1,713725,1506814097,2017-09-30 23:28:17,09/30/2017,09/2017,9,2017,Cora Cross,Palmer Kilborne
642739,13899725.0,320914,1,713725,1510964450,2017-11-18 00:20:50,11/18/2017,11/2017,11,2017,Cora Cross,Palmer Kilborne
846082,10358529.0,320914,0,713736,1512716442,2017-12-08 07:00:42,12/08/2017,12/2017,12,2017,Cora Cross,Harvey Turner
1179704,7978611.0,320914,1,713687,1477481081,2016-10-26 11:24:41,10/26/2016,10/2016,10,2016,Cora Cross,Marissa Harryman
1179705,7821814.0,320914,0,713687,1493044756,2017-04-24 14:39:16,04/24/2017,04/2017,4,2017,Cora Cross,Marissa Harryman
1246064,6539552.0,320914,0,713989,1483092356,2016-12-30 10:05:56,12/30/2016,12/2016,12,2016,Cora Cross,Mabel Ramirez
1246065,9441753.0,320914,0,713989,1505606806,2017-09-17 00:06:46,09/17/2017,09/2017,9,2017,Cora Cross,Mabel Ramirez
1337301,7250155.0,320914,1,1981017,1473341237,2016-09-08 13:27:17,09/08/2016,09/2016,9,2016,Cora Cross,Terrilyn Overkamp
1337302,7833903.0,320914,1,1981017,1476657891,2016-10-16 22:44:51,10/16/2016,10/2016,10,2016,Cora Cross,Terrilyn Overkamp
1337303,8868793.0,320914,1,1981017,1482531250,2016-12-23 22:14:10,12/23/2016,12/2016,12,2016,Cora Cross,Terrilyn Overkamp
1356788,5844214.0,320914,0,713444,1477683963,2016-10-28 19:46:03,10/28/2016,10/2016,10,2016,Cora Cross,Laurice Eichenberg
1356789,6266330.0,320914,0,713444,1480972989,2016-12-05 21:23:09,12/05/2016,12/2016,12,2016,Cora Cross,Laurice Eichenberg
2254281,7954232.0,320914,1,714787,1477344347,2016-10-24 21:25:47,10/24/2016,10/2016,10,2016,Cora Cross,Ji Caplinger
2254282,9345566.0,320914,0,714787,1504864538,2017-09-08 09:55:38,09/08/2017,09/2017,9,2017,Cora Cross,Ji Caplinger
2463468,6798155.0,713639,0,320914,1485103786,2017-01-22 16:49:46,01/22/2017,01/2017,1,2017,Juan Walsh,Cora Cross
2463469,7626319.0,713639,0,320914,1491522475,2017-04-06 23:47:55,04/06/2017,04/2017,4,2017,Juan Walsh,Cora Cross
2463470,7708265.0,713639,0,320914,1492155791,2017-04-14 07:43:11,04/14/2017,04/2017,4,2017,Juan Walsh,Cora Cross
2463471,10688126.0,713639,1,320914,1492830247,2017-04-22 03:04:07,04/22/2017,04/2017,4,2017,Juan Walsh,Cora Cross
2463472,10700835.0,713639,1,320914,1492902309,2017-04-22 23:05:09,04/22/2017,04/2017,4,2017,Juan Walsh,Cora Cross
2463476,10380771.0,713563,0,320914,1512891645,2017-12-10 07:40:45,12/10/2017,12/2017,12,2017,Maia Ballerini,Cora Cross
2463498,5509564.0,713701,0,320914,1475082133,2016-09-28 17:02:13,09/28/2016,09/2016,9,2016,Jane Tyler,Cora Cross
2463499,7636570.0,713701,1,320914,1475539646,2016-10-04 00:07:26,10/04/2016,10/2016,10,2016,Jane Tyler,Cora Cross
2463500,7834975.0,713701,1,320914,1476663935,2016-10-17 00:25:35,10/17/2016,10/2016,10,2016,Jane Tyler,Cora Cross
2463501,8043322.0,713701,1,320914,1477850464,2016-10-30 18:01:04,10/30/2016,10/2016,10,2016,Jane Tyler,Cora Cross
2463502,11437302.0,713701,1,320914,1497062653,2017-06-10 02:44:13,06/10/2017,06/2017,6,2017,Jane Tyler,Cora Cross
2463503,11768022.0,713701,1,320914,1498933177,2017-07-01 18:19:37,07/01/2017,07/2017,7,2017,Jane Tyler,Cora Cross
2463504,13445014.0,713701,1,320914,1508394403,2017-10-19 06:26:43,10/19/2017,10/2017,10,2017,Jane Tyler,Cora Cross
2463505,9834351.0,713701,0,320914,1508653783,2017-10-22 06:29:43,10/22/2017,10/2017,10,2017,Jane Tyler,Cora Cross
2463506,13864282.0,713701,1,320914,1510763995,2017-11-15 16:39:55,11/15/2017,11/2017,11,2017,Jane Tyler,Cora Cross
2463509,5640553.0,713474,0,320914,1476099426,2016-10-10 11:37:06,10/10/2016,10/2016,10,2016,Sachiko Sanabria,Cora Cross
2463510,5818137.0,713474,0,320914,1477482583,2016-10-26 11:49:43,10/26/2016,10/2016,10,2016,Sachiko Sanabria,Cora Cross
2463511,8845936.0,713474,0,320914,1500993262,2017-07-25 14:34:22,07/25/2017,07/2017,7,2017,Sachiko Sanabria,Cora Cross
2463512,9345564.0,713474,0,320914,1504864494,2017-09-08 09:54:54,09/08/2017,09/2017,9,2017,Sachiko Sanabria,Cora Cross
2463521,5275866.0,1376868,0,320914,1473251609,2016-09-07 12:33:29,09/07/2016,09/2016,9,2016,Timothy Gibson,Cora Cross
2463538,13405836.0,713444,1,320914,1508175539,2017-10-16 17:38:59,10/16/2017,10/2017,10,2017,Laurice Eichenberg,Cora Cross
2463539,14017143.0,713444,1,320914,1511627110,2017-11-25 16:25:10,11/25/2017,11/2017,11,2017,Laurice Eichenberg,Cora Cross
2463547,8758695.0,713468,1,320914,1481906524,2016-12-16 16:42:04,12/16/2016,12/2016,12,2016,Herman Todd,Cora Cross
2463573,8134660.0,713736,0,320914,1495477135,2017-05-22 18:18:55,05/22/2017,05/2017,5,2017,Harvey Turner,Cora Cross
2463574,13158236.0,713736,1,320914,1506779117,2017-09-30 13:45:17,09/30/2017,09/2017,9,2017,Harvey Turner,Cora Cross
2463584,6829131.0,713892,1,320914,1470945937,2016-08-11 20:05:37,08/11/2016,08/2016,8,2016,Bernard Harper,Cora Cross
2463585,4999852.0,713892,0,320914,1471098755,2016-08-13 14:32:35,08/13/2016,08/2016,8,2016,Bernard Harper,Cora Cross
2463586,9804161.0,713892,1,320914,1487831218,2017-02-23 06:26:58,02/23/2017,02/2017,2,2017,Bernard Harper,Cora Cross
2463587,10463140.0,713892,1,320914,1491557243,2017-04-07 09:27:23,04/07/2017,04/2017,4,2017,Bernard Harper,Cora Cross
2463628,8753588.0,713266,1,320914,1481877108,2016-12-16 08:31:48,12/16/2016,12/2016,12,2016,Micah Domeier,Cora Cross
2463629,12677899.0,713266,1,320914,1504067625,2017-08-30 04:33:45,08/30/2017,08/2017,8,2017,Micah Domeier,Cora Cross
2463643,6049285.0,1981017,0,320914,1479285550,2016-11-16 08:39:10,11/16/2016,11/2016,11,2016,Terrilyn Overkamp,Cora Cross
2463644,9550008.0,1981017,0,320914,1506445393,2017-09-26 17:03:13,09/26/2017,09/2017,9,2017,Terrilyn Overkamp,Cora Cross
2463650,7152224.0,713687,1,320914,1472784273,2016-09-02 02:44:33,09/02/2016,09/2016,9,2016,Marissa Harryman,Cora Cross
2463668,9746555.0,713989,0,320914,1507972393,2017-10-14 09:13:13,10/14/2017,10/2017,10,2017,Mabel Ramirez,Cora Cross
2463706,8746261.0,714301,1,320914,1481835351,2016-12-15 20:55:51,12/15/2016,12/2016,12,2016,Sherly Roswell,Cora Cross
2463707,7545589.0,714301,0,320914,1490896193,2017-03-30 17:49:53,03/30/2017,03/2017,3,2017,Sherly Roswell,Cora Cross
2463742,7168711.0,713076,0,320914,1487978364,2017-02-24 23:19:24,02/24/2017,02/2017,2,2017,Adele French,Cora Cross
2463831,8067212.0,714787,0,320914,1494953765,2017-05-16 16:56:05,05/16/2017,05/2017,5,2017,Ji Caplinger,Cora Cross
2465752,8309386.0,1271503,0,320914,1496828943,2017-06-07 09:49:03,06/07/2017,06/2017,6,2017,Jerome Jordan,Cora Cross
2465753,8642923.0,1271503,0,320914,1499420943,2017-07-07 09:49:03,07/07/2017,07/2017,7,2017,Jerome Jordan,Cora Cross
2465754,8720845.0,1271503,0,320914,1500025743,2017-07-14 09:49:03,07/14/2017,07/2017,7,2017,Jerome Jordan,Cora Cross
2466060,8097248.0,580766,0,320914,1495187343,2017-05-19 09:49:03,05/19/2017,05/2017,5,2017,Trevor Webb,Cora Cross
2466061,8119431.0,580766,0,320914,1495360143,2017-05-21 09:49:03,05/21/2017,05/2017,5,2017,Trevor Webb,Cora Cross
2466062,8141810.0,580766,0,320914,1495532943,2017-05-23 09:49:03,05/23/2017,05/2017,5,2017,Trevor Webb,Cora Cross
2466063,8252916.0,580766,0,320914,1496396943,2017-06-02 09:49:03,06/02/2017,06/2017,6,2017,Trevor Webb,Cora Cross
2466064,8275687.0,580766,0,320914,1496569743,2017-06-04 09:49:03,06/04/2017,06/2017,6,2017,Trevor Webb,Cora Cross
2466065,9390093.0,580766,0,320914,1505209743,2017-09-12 09:49:03,09/12/2017,09/2017,9,2017,Trevor Webb,Cora Cross
2466066,9423844.0,580766,0,320914,1505468943,2017-09-15 09:49:03,09/15/2017,09/2017,9,2017,Trevor Webb,Cora Cross
2466067,9591045.0,580766,0,320914,1506764943,2017-09-30 09:49:03,09/30/2017,09/2017,9,2017,Trevor Webb,Cora Cross
2466068,9613347.0,580766,0,320914,1506937743,2017-10-02 09:49:03,10/02/2017,10/2017,10,2017,Trevor Webb,Cora Cross
2466069,9635959.0,580766,0,320914,1507110543,2017-10-04 09:49:03,10/04/2017,10/2017,10,2017,Trevor Webb,Cora Cross
2599463,8683605.0,320914,1,713076,1481483025,2016-12-11 19:03:45,12/11/2016,12/2016,12,2016,Cora Cross,Adele French
2599464,13172880.0,320914,1,713076,1506863409,2017-10-01 13:10:09,10/01/2017,10/2017,10,2017,Cora Cross,Adele French
3126738,7064505.0,320914,1,713266,1472285965,2016-08-27 08:19:25,08/27/2016,08/2016,8,2016,Cora Cross,Micah Domeier
3126739,7792059.0,320914,0,713266,1492813802,2017-04-21 22:30:02,04/21/2017,04/2017,4,2017,Cora Cross,Micah Domeier
3373615,8187545.0,320914,1,714301,1478668425,2016-11-09 05:13:45,11/09/2016,11/2016,11,2016,Cora Cross,Sherly Roswell
12920143,7572644.0,320914,1,713639,1475178329,2016-09-29 19:45:29,09/29/2016,09/2016,9,2016,Cora Cross,Juan Walsh
12920144,7713040.0,320914,1,713639,1475971935,2016-10-09 00:12:15,10/09/2016,10/2016,10,2016,Cora Cross,Juan Walsh
12920145,7383292.0,320914,0,713639,1489642040,2017-03-16 05:27:20,03/16/2017,03/2017,3,2017,Cora Cross,Juan Walsh
17100061,6893672.0,713701,1,580766,1471315916,2016-08-16 02:51:56,08/16/2016,08/2016,8,2016,Jane Tyler,Trevor Webb
17100062,6893684.0,1376868,1,580766,1471315984,2016-08-16 02:53:04,08/16/2016,08/2016,8,2016,Timothy Gibson,Trevor Webb
17100064,8743020.0,320914,0,580766,1500198543,2017-07-16 09:49:03,07/16/2017,07/2017,7,2017,Cora Cross,Trevor Webb
17100065,8765497.0,320914,0,580766,1500371343,2017-07-18 09:49:03,07/18/2017,07/2017,7,2017,Cora Cross,Trevor Webb
17100066,8988022.0,320914,0,580766,1502099343,2017-08-07 09:49:03,08/07/2017,08/2017,8,2017,Cora Cross,Trevor Webb
17100067,9658281.0,320914,0,580766,1507283343,2017-10-06 09:49:03,10/06/2017,10/2017,10,2017,Cora Cross,Trevor Webb
17100068,9669467.0,320914,0,580766,1507369743,2017-10-07 09:49:03,10/07/2017,10/2017,10,2017,Cora Cross,Trevor Webb
17100078,8164032.0,1271503,0,580766,1495705743,2017-05-25 09:49:03,05/25/2017,05/2017,5,2017,Jerome Jordan,Trevor Webb
17100079,8197276.0,1271503,0,580766,1495964943,2017-05-28 09:49:03,05/28/2017,05/2017,5,2017,Jerome Jordan,Trevor Webb
17100080,8275688.0,1271503,0,580766,1496569743,2017-06-04 09:49:03,06/04/2017,06/2017,6,2017,Jerome Jordan,Trevor Webb
24272848,8119430.0,320914,0,1271503,1495360143,2017-05-21 09:49:03,05/21/2017,05/2017,5,2017,Cora Cross,Jerome Jordan
24272849,8153051.0,320914,0,1271503,1495619343,2017-05-24 09:49:03,05/24/2017,05/2017,5,2017,Cora Cross,Jerome Jordan
24272850,8230644.0,320914,0,1271503,1496224143,2017-05-31 09:49:03,05/31/2017,05/2017,5,2017,Cora Cross,Jerome Jordan
24272854,8197275.0,580766,0,1271503,1495964943,2017-05-28 09:49:03,05/28/2017,05/2017,5,2017,Trevor Webb,Jerome Jordan
24272855,8219322.0,580766,0,1271503,1496137743,2017-05-30 09:49:03,05/30/2017,05/2017,5,2017,Trevor Webb,Jerome Jordan
1,,580766,5,2038138,1500889743,2017-07-24 09:49:03,07/24/2017,07/2017,07,2017,Trevor Webb,Tyree Barreneche
