,Unnamed: 0,Source,Etype,Destination,TimeStamp,full_date,month_day_yr,month_yr,month,yr,index,Source_Names,Destination_Names
93,3630202,712948,calls,690999,1460392434,2016-04-11 16:33:54,04/11/2016,04/2016,4,2016,,Shane Labella,Janna Pree
94,3630844,712948,calls,658685,1460396785,2016-04-11 17:46:25,04/11/2016,04/2016,4,2016,,Shane Labella,Adelia Ronero
95,3632666,712948,calls,616882,1460411822,2016-04-11 21:57:02,04/11/2016,04/2016,4,2016,,Shane Labella,Adrian Alvarado
96,3634323,712948,calls,714361,1460425517,2016-04-12 01:45:17,04/12/2016,04/2016,4,2016,,Shane Labella,Chanell Luciano
97,3637443,712948,calls,714853,1460450994,2016-04-12 08:49:54,04/12/2016,04/2016,4,2016,,Shane Labella,Clifford Gibbs
98,3640374,712948,calls,730214,1460473962,2016-04-12 15:12:42,04/12/2016,04/2016,4,2016,,Shane Labella,Ocie Avilla
99,3644712,712948,calls,681654,1460508804,2016-04-13 00:53:24,04/13/2016,04/2016,4,2016,,Shane Labella,Jaymie Capuano
100,3655996,712948,calls,703566,1460599325,2016-04-14 02:02:05,04/14/2016,04/2016,4,2016,,Shane Labella,Norah Lonsdale
101,3663347,712948,calls,700853,1460656590,2016-04-14 17:56:30,04/14/2016,04/2016,4,2016,,Shane Labella,Beverlee Kulseth
102,3664484,712948,calls,730967,1460664596,2016-04-14 20:09:56,04/14/2016,04/2016,4,2016,,Shane Labella,Adelina Yerdon
103,3666614,712948,calls,713767,1460681434,2016-04-15 00:50:34,04/15/2016,04/2016,4,2016,,Shane Labella,Yulanda Maymon
104,3671210,712948,calls,803612,1460717310,2016-04-15 10:48:30,04/15/2016,04/2016,4,2016,,Shane Labella,Mattie Ellis
105,3673148,712948,calls,594818,1460732214,2016-04-15 14:56:54,04/15/2016,04/2016,4,2016,,Shane Labella,Neville Whitwell
106,3674476,712948,calls,624070,1460742470,2016-04-15 17:47:50,04/15/2016,04/2016,4,2016,,Shane Labella,Shawn Underwood
107,3679395,712948,calls,712557,1460781133,2016-04-16 04:32:13,04/16/2016,04/2016,4,2016,,Shane Labella,Brittany Bullocks
108,3681344,712948,calls,719744,1460796464,2016-04-16 08:47:44,04/16/2016,04/2016,4,2016,,Shane Labella,Dale Virgie
109,3683023,712948,calls,723414,1460810334,2016-04-16 12:38:54,04/16/2016,04/2016,4,2016,,Shane Labella,Roger Munoz
110,3687124,712948,calls,791017,1460841647,2016-04-16 21:20:47,04/16/2016,04/2016,4,2016,,Shane Labella,Inez Morales
111,3688189,712948,calls,713318,1460850070,2016-04-16 23:41:10,04/16/2016,04/2016,4,2016,,Shane Labella,Charlette Coar
112,3688322,712948,calls,665241,1460850997,2016-04-16 23:56:37,04/16/2016,04/2016,4,2016,,Shane Labella,Evie Ullrich
113,3689653,712948,calls,632409,1460860994,2016-04-17 02:43:14,04/17/2016,04/2016,4,2016,,Shane Labella,Loraine Kolp
114,3692715,712948,calls,699039,1460884374,2016-04-17 09:12:54,04/17/2016,04/2016,4,2016,,Shane Labella,Lynetta Cesare
115,3693283,712948,calls,793020,1460889034,2016-04-17 10:30:34,04/17/2016,04/2016,4,2016,,Shane Labella,Kathyrn Kachikian
116,3693892,712948,calls,687684,1460893701,2016-04-17 11:48:21,04/17/2016,04/2016,4,2016,,Shane Labella,Sacha Ausherman
117,3695599,712948,calls,710608,1460906427,2016-04-17 15:20:27,04/17/2016,04/2016,4,2016,,Shane Labella,Adria Pittsinger
118,3698028,712948,calls,763176,1460925087,2016-04-17 20:31:27,04/17/2016,04/2016,4,2016,,Shane Labella,Colleen Sangha
119,3698916,712948,calls,730615,1460931382,2016-04-17 22:16:22,04/17/2016,04/2016,4,2016,,Shane Labella,Stephan Estrin
120,3716014,712948,calls,715851,1461063592,2016-04-19 10:59:52,04/19/2016,04/2016,4,2016,,Shane Labella,Ronald Schultz
121,3717127,712948,calls,683296,1461071732,2016-04-19 13:15:32,04/19/2016,04/2016,4,2016,,Shane Labella,Aubrey Georgia
122,3729593,712948,calls,604997,1461168905,2016-04-20 16:15:05,04/20/2016,04/2016,4,2016,,Shane Labella,Kourtney Mosko
123,3730156,712948,calls,724555,1461173194,2016-04-20 17:26:34,04/20/2016,04/2016,4,2016,,Shane Labella,Mark Wagner
124,3742564,712948,calls,734225,1461269860,2016-04-21 20:17:40,04/21/2016,04/2016,4,2016,,Shane Labella,Claudia Dixon
125,3744463,712948,calls,715068,1461284690,2016-04-22 00:24:50,04/22/2016,04/2016,4,2016,,Shane Labella,Eula Bailey
126,3745187,712948,calls,658332,1461290890,2016-04-22 02:08:10,04/22/2016,04/2016,4,2016,,Shane Labella,Deshawn Res
127,3746061,712948,calls,716811,1461298055,2016-04-22 04:07:35,04/22/2016,04/2016,4,2016,,Shane Labella,Jimmy Keppel
128,3751218,712948,calls,710796,1461339195,2016-04-22 15:33:15,04/22/2016,04/2016,4,2016,,Shane Labella,Raisa Hyland
129,3751592,712948,calls,734897,1461342367,2016-04-22 16:26:07,04/22/2016,04/2016,4,2016,,Shane Labella,Katharine McDaniel
130,3754319,712948,calls,777943,1461364157,2016-04-22 22:29:17,04/22/2016,04/2016,4,2016,,Shane Labella,Tona Yerian
131,3766565,712948,calls,714258,1461459995,2016-04-24 01:06:35,04/24/2016,04/2016,4,2016,,Shane Labella,Arvilla Bochat
132,3767063,712948,calls,710836,1461463581,2016-04-24 02:06:21,04/24/2016,04/2016,4,2016,,Shane Labella,Allena Pantle
133,3773864,712948,calls,711837,1461515898,2016-04-24 16:38:18,04/24/2016,04/2016,4,2016,,Shane Labella,Allyson Heyser
134,3775618,712948,calls,713127,1461529579,2016-04-24 20:26:19,04/24/2016,04/2016,4,2016,,Shane Labella,Stefany Merck
135,3778310,712948,calls,742446,1461550177,2016-04-25 02:09:37,04/25/2016,04/2016,4,2016,,Shane Labella,Delicia Olivier
136,3779859,712948,calls,688350,1461562755,2016-04-25 05:39:15,04/25/2016,04/2016,4,2016,,Shane Labella,Rueben Dion
137,3784771,712948,calls,702239,1461600897,2016-04-25 16:14:57,04/25/2016,04/2016,4,2016,,Shane Labella,Lloyd Osborne
138,3787798,712948,calls,712547,1461624078,2016-04-25 22:41:18,04/25/2016,04/2016,4,2016,,Shane Labella,Joan Renze
139,3793978,712948,calls,597896,1461674429,2016-04-26 12:40:29,04/26/2016,04/2016,4,2016,,Shane Labella,Gregoria Petrin
140,3794856,712948,calls,755144,1461681241,2016-04-26 14:34:01,04/26/2016,04/2016,4,2016,,Shane Labella,Iesha Stanforth
141,3796237,712948,calls,726483,1461692089,2016-04-26 17:34:49,04/26/2016,04/2016,4,2016,,Shane Labella,Chad Brewer
142,3803590,712948,calls,673868,1461749675,2016-04-27 09:34:35,04/27/2016,04/2016,4,2016,,Shane Labella,Noel Dockendorf
143,3804365,712948,calls,722006,1461755836,2016-04-27 11:17:16,04/27/2016,04/2016,4,2016,,Shane Labella,Anthony May
144,3804505,712948,calls,633890,1461756847,2016-04-27 11:34:07,04/27/2016,04/2016,4,2016,,Shane Labella,Steve Hanson
145,3805703,712948,calls,715775,1461766236,2016-04-27 14:10:36,04/27/2016,04/2016,4,2016,,Shane Labella,Veta Hinckson
146,3807142,712948,calls,735004,1461777767,2016-04-27 17:22:47,04/27/2016,04/2016,4,2016,,Shane Labella,Catherine Robertson
147,3808374,712948,calls,679390,1461787109,2016-04-27 19:58:29,04/27/2016,04/2016,4,2016,,Shane Labella,Eve Okuhara
148,3810108,712948,calls,712067,1461800957,2016-04-27 23:49:17,04/27/2016,04/2016,4,2016,,Shane Labella,Maude Burton
149,3813658,712948,calls,745137,1461829097,2016-04-28 07:38:17,04/28/2016,04/2016,4,2016,,Shane Labella,Olympia Devargas
150,3817678,712948,calls,743900,1461860963,2016-04-28 16:29:23,04/28/2016,04/2016,4,2016,,Shane Labella,Sally Scott
151,3818427,712948,calls,688294,1461866759,2016-04-28 18:05:59,04/28/2016,04/2016,4,2016,,Shane Labella,Maria Southcott
152,3824121,712948,calls,691617,1461910809,2016-04-29 06:20:09,04/29/2016,04/2016,4,2016,,Shane Labella,Sue Copeland
153,3831498,712948,calls,794513,1461969124,2016-04-29 22:32:04,04/29/2016,04/2016,4,2016,,Shane Labella,Henrietta Cain
154,3832537,712948,calls,714248,1461977358,2016-04-30 00:49:18,04/30/2016,04/2016,4,2016,,Shane Labella,Alfreda Shigemi
155,3841919,712948,calls,630217,1462050784,2016-04-30 21:13:04,04/30/2016,04/2016,4,2016,,Shane Labella,Cole Dennis
156,3849767,712948,calls,744101,1462112577,2016-05-01 14:22:57,05/01/2016,05/2016,5,2016,,Shane Labella,Margert Casteneda
157,3865987,712948,calls,717187,1462242324,2016-05-03 02:25:24,05/03/2016,05/2016,5,2016,,Shane Labella,Yadira Roughen
158,3870634,712948,calls,687981,1462278821,2016-05-03 12:33:41,05/03/2016,05/2016,5,2016,,Shane Labella,Steven Tucker
159,3872719,712948,calls,652878,1462294854,2016-05-03 17:00:54,05/03/2016,05/2016,5,2016,,Shane Labella,Alena Isaacks
160,3880038,712948,calls,712377,1462352587,2016-05-04 09:03:07,05/04/2016,05/2016,5,2016,,Shane Labella,Felicitas Wisseman
161,3880739,712948,calls,682141,1462357657,2016-05-04 10:27:37,05/04/2016,05/2016,5,2016,,Shane Labella,Isabella Chandler
162,3883954,712948,calls,709020,1462382443,2016-05-04 17:20:43,05/04/2016,05/2016,5,2016,,Shane Labella,Ramonita Caliendo
163,3886124,712948,calls,719474,1462399692,2016-05-04 22:08:12,05/04/2016,05/2016,5,2016,,Shane Labella,Annemarie Bretl
164,3891929,712948,calls,697568,1462445868,2016-05-05 10:57:48,05/05/2016,05/2016,5,2016,,Shane Labella,Mazie Schum
165,3895211,712948,calls,679166,1462472449,2016-05-05 18:20:49,05/05/2016,05/2016,5,2016,,Shane Labella,Caprice Bartmes
166,3902636,712948,calls,723444,1462529873,2016-05-06 10:17:53,05/06/2016,05/2016,5,2016,,Shane Labella,Annie Hunter
167,3904678,712948,calls,8045,1462546508,2016-05-06 14:55:08,05/06/2016,05/2016,5,2016,,Shane Labella,Landon Casana
168,3906274,712948,calls,746630,1462559139,2016-05-06 18:25:39,05/06/2016,05/2016,5,2016,,Shane Labella,Toshiko Grotheer
169,3916134,712948,calls,737853,1462635028,2016-05-07 15:30:28,05/07/2016,05/2016,5,2016,,Shane Labella,Daisey Sansburn
170,3918305,712948,calls,760223,1462651588,2016-05-07 20:06:28,05/07/2016,05/2016,5,2016,,Shane Labella,Alex Lobaugh
171,3918621,712948,calls,752485,1462653840,2016-05-07 20:44:00,05/07/2016,05/2016,5,2016,,Shane Labella,Marion Lewis
172,3926500,712948,calls,774810,1462715704,2016-05-08 13:55:04,05/08/2016,05/2016,5,2016,,Shane Labella,Claudia Neal
173,3930156,712948,calls,714711,1462744364,2016-05-08 21:52:44,05/08/2016,05/2016,5,2016,,Shane Labella,Jeffry Scheiblich
174,3937747,712948,calls,679669,1462803488,2016-05-09 14:18:08,05/09/2016,05/2016,5,2016,,Shane Labella,Lazaro Slot
175,3939662,712948,calls,719315,1462818334,2016-05-09 18:25:34,05/09/2016,05/2016,5,2016,,Shane Labella,Luella Frazier
176,3944910,712948,calls,684088,1462859778,2016-05-10 05:56:18,05/10/2016,05/2016,5,2016,,Shane Labella,Flora Taylor
177,3946449,712948,calls,774283,1462871805,2016-05-10 09:16:45,05/10/2016,05/2016,5,2016,,Shane Labella,Ronnie Haynes
178,3948089,712948,calls,711794,1462884003,2016-05-10 12:40:03,05/10/2016,05/2016,5,2016,,Shane Labella,Justin Lopez
179,3952719,712948,calls,711089,1462920383,2016-05-10 22:46:23,05/10/2016,05/2016,5,2016,,Shane Labella,Gordon Rice
180,3952758,712948,calls,709658,1462920759,2016-05-10 22:52:39,05/10/2016,05/2016,5,2016,,Shane Labella,Rachel Lee
181,3955354,712948,calls,704252,1462941203,2016-05-11 04:33:23,05/11/2016,05/2016,5,2016,,Shane Labella,Sara Dunkle
182,3972117,712948,calls,691494,1463071348,2016-05-12 16:42:28,05/12/2016,05/2016,5,2016,,Shane Labella,Harriett Wolfe
183,3972956,712948,calls,782493,1463077826,2016-05-12 18:30:26,05/12/2016,05/2016,5,2016,,Shane Labella,Leighann Cabada
184,3973148,712948,calls,686374,1463079577,2016-05-12 18:59:37,05/12/2016,05/2016,5,2016,,Shane Labella,Evangelina Dietzler
185,4537070,712948,emails,743206,1457881276,2016-03-13 15:01:16,03/13/2016,03/2016,3,2016,,Shane Labella,Antionette Doren
186,4540146,712948,emails,783799,1457899556,2016-03-13 20:05:56,03/13/2016,03/2016,3,2016,,Shane Labella,Yasmine Cromack
187,4540736,712948,emails,714564,1457903058,2016-03-13 21:04:18,03/13/2016,03/2016,3,2016,,Shane Labella,Mae Binnicker
188,4551559,712948,emails,743897,1457965263,2016-03-14 14:21:03,03/14/2016,03/2016,3,2016,,Shane Labella,Rosalie Walton
189,4554411,712948,emails,744847,1457981468,2016-03-14 18:51:08,03/14/2016,03/2016,3,2016,,Shane Labella,Lydia Blair
190,4558487,712948,emails,727299,1458005090,2016-03-15 01:24:50,03/15/2016,03/2016,3,2016,,Shane Labella,Elizabet Staudenmeier
191,4560921,712948,emails,788306,1458019030,2016-03-15 05:17:10,03/15/2016,03/2016,3,2016,,Shane Labella,Irene Sullivan
192,4564112,712948,emails,737221,1458037664,2016-03-15 10:27:44,03/15/2016,03/2016,3,2016,,Shane Labella,John Baoloy
193,4569765,712948,emails,713094,1458070063,2016-03-15 19:27:43,03/15/2016,03/2016,3,2016,,Shane Labella,Tenesha Iwasaki
194,4578178,712948,emails,683027,1458118541,2016-03-16 08:55:41,03/16/2016,03/2016,3,2016,,Shane Labella,Chad Munoz
195,4588387,712948,emails,631281,1458177610,2016-03-17 01:20:10,03/17/2016,03/2016,3,2016,,Shane Labella,Emmy Birkey
196,4593469,712948,emails,778158,1458206320,2016-03-17 09:18:40,03/17/2016,03/2016,3,2016,,Shane Labella,Juanita Corridan
197,4598484,712948,emails,166127,1458234792,2016-03-17 17:13:12,03/17/2016,03/2016,3,2016,,Shane Labella,Toby Mondejar
198,4603639,712948,emails,790721,1458264028,2016-03-18 01:20:28,03/18/2016,03/2016,3,2016,,Shane Labella,Lino Kolodzik
199,4603932,712948,emails,743215,1458265830,2016-03-18 01:50:30,03/18/2016,03/2016,3,2016,,Shane Labella,Amelia Houston
200,4605884,712948,emails,692145,1458277523,2016-03-18 05:05:23,03/18/2016,03/2016,3,2016,,Shane Labella,Justin Rothrock
201,4610574,712948,emails,797685,1458305110,2016-03-18 12:45:10,03/18/2016,03/2016,3,2016,,Shane Labella,Vincent Ingram
202,4612607,712948,emails,713266,1458317053,2016-03-18 16:04:13,03/18/2016,03/2016,3,2016,,Shane Labella,Micah Domeier
203,4614566,712948,emails,702268,1458328149,2016-03-18 19:09:09,03/18/2016,03/2016,3,2016,,Shane Labella,Vernice Mcculough
204,4622998,712948,emails,735555,1458377241,2016-03-19 08:47:21,03/19/2016,03/2016,3,2016,,Shane Labella,Estelle Greene
205,4636860,712948,emails,681742,1458456258,2016-03-20 06:44:18,03/20/2016,03/2016,3,2016,,Shane Labella,Vicki Hornbeak
