,Unnamed: 0,Source,Etype,Destination,TimeStamp,full_date,month_day_yr,month_yr,month,yr,Source_Names,Destination_Names
2319,1918974.0,1108217,calls,786361,1446930353,2015-11-07 21:05:53,11/07/2015,11/2015,11,2015,Lindsy Henion,Sheilah Stachniw
376,1919123.0,1690582,calls,1847246,1446931333,2015-11-07 21:22:13,11/07/2015,11/2015,11,2015,Meryl Pastuch,Rosalia Larroque
336,90.0,857138,meetings,981554,1446933633,2015-11-07 22:00:33,11/07/2015,11/2015,11,2015,Richard Fox,Sherrell Biebel
331,89.0,857138,meetings,175354,1446933633,2015-11-07 22:00:33,11/07/2015,11/2015,11,2015,Richard Fox,Madeline Nindorf
334,91.0,857138,meetings,1886447,1446933633,2015-11-07 22:00:33,11/07/2015,11/2015,11,2015,Richard Fox,Julie Tierno
2508,1919708.0,728286,calls,234164,1446935933,2015-11-07 22:38:53,11/07/2015,11/2015,11,2015,Kerstin Belveal,Ramiro Gault
344,1920818.0,857138,calls,728286,1446944633,2015-11-08 01:03:53,11/08/2015,11/2015,11,2015,Richard Fox,Kerstin Belveal
2458,1920940.0,387200,calls,51780,1446945533,2015-11-08 01:18:53,11/08/2015,11/2015,11,2015,Augusta Sharp,Melita Scarpaci
2321,2635447.0,1847246,emails,786361,1446964733,2015-11-08 06:38:53,11/08/2015,11/2015,11,2015,Rosalia Larroque,Sheilah Stachniw
51,2655142.0,857138,emails,1376868,1447076162,2015-11-09 13:36:02,11/09/2015,11/2015,11,2015,Richard Fox,Timothy Gibson
177,2655169.0,728286,emails,1108217,1447076333,2015-11-09 13:38:53,11/09/2015,11/2015,11,2015,Kerstin Belveal,Lindsy Henion
226,1955036.0,175354,calls,1690582,1447213133,2015-11-11 03:38:53,11/11/2015,11/2015,11,2015,Madeline Nindorf,Meryl Pastuch
372,1956557.0,857138,calls,714225,1447225032,2015-11-11 06:57:12,11/11/2015,11/2015,11,2015,Richard Fox,Chandra Durepo
2323,1966842.0,51780,calls,786361,1447307153,2015-11-12 05:45:53,11/12/2015,11/2015,11,2015,Melita Scarpaci,Sheilah Stachniw
392,2716527.0,1108217,emails,1847246,1447429133,2015-11-13 15:38:53,11/13/2015,11/2015,11,2015,Lindsy Henion,Rosalia Larroque
182,2731921.0,1847246,emails,1108217,1447519133,2015-11-14 16:38:53,11/14/2015,11/2015,11,2015,Rosalia Larroque,Lindsy Henion
374,2783459.0,857138,emails,1847246,1447817933,2015-11-18 03:38:53,11/18/2015,11/2015,11,2015,Richard Fox,Rosalia Larroque
975,2031944.0,1023940,calls,857138,1447826753,2015-11-18 06:05:53,11/18/2015,11/2015,11,2015,Patrick Lane,Richard Fox
377,2047822.0,1690582,calls,1847246,1447952813,2015-11-19 17:06:53,11/19/2015,11/2015,11,2015,Meryl Pastuch,Rosalia Larroque
362,2051832.0,234164,calls,728286,1447983893,2015-11-20 01:44:53,11/20/2015,11/2015,11,2015,Ramiro Gault,Kerstin Belveal
2158,2058420.0,735202,calls,713076,1448036692,2015-11-20 16:24:52,11/20/2015,11/2015,11,2015,Sid Demmy,Adele French
796,2822229.0,735202,emails,715939,1448039496,2015-11-20 17:11:36,11/20/2015,11/2015,11,2015,Sid Demmy,Rosetta Gardner
220,2063486.0,1039322,calls,1690582,1448077613,2015-11-21 03:46:53,11/21/2015,11/2015,11,2015,Dylan Ballard,Meryl Pastuch
977,2845055.0,714285,emails,857138,1448170596,2015-11-22 05:36:36,11/22/2015,11/2015,11,2015,Vernon Joseph,Richard Fox
400,2075205.0,857138,calls,714016,1448170604,2015-11-22 05:36:44,11/22/2015,11/2015,11,2015,Richard Fox,Cory King
402,2084754.0,857138,calls,713474,1448245360,2015-11-23 02:22:40,11/23/2015,11/2015,11,2015,Richard Fox,Sachiko Sanabria
404,2086446.0,857138,calls,713639,1448258795,2015-11-23 06:06:35,11/23/2015,11/2015,11,2015,Richard Fox,Juan Walsh
467,2862662.0,1690582,emails,1642962,1448271533,2015-11-23 09:38:53,11/23/2015,11/2015,11,2015,Meryl Pastuch,Glen Grant
2314,2102141.0,1690582,calls,786361,1448381453,2015-11-24 16:10:53,11/24/2015,11/2015,11,2015,Meryl Pastuch,Sheilah Stachniw
184,2105564.0,1663285,calls,1108217,1448408153,2015-11-24 23:35:53,11/24/2015,11/2015,11,2015,Sara Ballard,Lindsy Henion
382,2888882.0,786361,emails,1847246,1448422733,2015-11-25 03:38:53,11/25/2015,11/2015,11,2015,Sheilah Stachniw,Rosalia Larroque
411,2894471.0,857138,emails,387676,1448455133,2015-11-25 12:38:53,11/25/2015,11/2015,11,2015,Richard Fox,May Burton
979,2934420.0,713020,emails,857138,1448687861,2015-11-28 05:17:41,11/28/2015,11/2015,11,2015,Kathi Montcalm,Richard Fox
1465,2977937.0,698163,emails,713563,1448937533,2015-12-01 02:38:53,12/01/2015,12/2015,12,2015,Hassie Anzalone,Maia Ballerini
164,2982900.0,1108217,emails,944354,1448966333,2015-12-01 10:38:53,12/01/2015,12/2015,12,2015,Lindsy Henion,Ferne Hards
983,2187822.0,714265,calls,857138,1449056725,2015-12-02 11:45:25,12/02/2015,12/2015,12,2015,Estella Greene,Richard Fox
2370,2229592.0,1690582,calls,1039322,1449388553,2015-12-06 07:55:53,12/06/2015,12/2015,12,2015,Meryl Pastuch,Dylan Ballard
2315,3063142.0,1690582,emails,786361,1449427133,2015-12-06 18:38:53,12/06/2015,12/2015,12,2015,Meryl Pastuch,Sheilah Stachniw
2004,3089797.0,713474,emails,735202,1449581608,2015-12-08 13:33:28,12/08/2015,12/2015,12,2015,Sachiko Sanabria,Sid Demmy
989,2258401.0,1642962,calls,857138,1449613373,2015-12-08 22:22:53,12/08/2015,12/2015,12,2015,Glen Grant,Richard Fox
175,2269273.0,1039322,calls,1108217,1449698813,2015-12-09 22:06:53,12/09/2015,12/2015,12,2015,Dylan Ballard,Lindsy Henion
378,3111591.0,1690582,emails,1847246,1449707933,2015-12-10 00:38:53,12/10/2015,12/2015,12,2015,Meryl Pastuch,Rosalia Larroque
379,3120994.0,1690582,emails,1847246,1449761933,2015-12-10 15:38:53,12/10/2015,12/2015,12,2015,Meryl Pastuch,Rosalia Larroque
230,2286421.0,713378,calls,1690582,1449833643,2015-12-11 11:34:03,12/11/2015,12/2015,12,2015,See Bania,Meryl Pastuch
2456,3194785.0,786361,emails,51780,1450186733,2015-12-15 13:38:53,12/15/2015,12/2015,12,2015,Sheilah Stachniw,Melita Scarpaci
426,3214832.0,857138,emails,713094,1450302465,2015-12-16 21:47:45,12/16/2015,12/2015,12,2015,Richard Fox,Tenesha Iwasaki
2372,2347523.0,1108217,calls,1039322,1450313453,2015-12-17 00:50:53,12/17/2015,12/2015,12,2015,Lindsy Henion,Dylan Ballard
1467,2370262.0,735202,calls,713563,1450495354,2015-12-19 03:22:34,12/19/2015,12/2015,12,2015,Sid Demmy,Maia Ballerini
2373,3283794.0,1108217,emails,1039322,1450701533,2015-12-21 12:38:53,12/21/2015,12/2015,12,2015,Lindsy Henion,Dylan Ballard
409,3302674.0,698163,emails,713639,1450810676,2015-12-22 18:57:56,12/22/2015,12/2015,12,2015,Hassie Anzalone,Juan Walsh
1757,3352993.0,713444,emails,698163,1451098750,2015-12-26 02:59:10,12/26/2015,12/2015,12,2015,Laurice Eichenberg,Hassie Anzalone
1442,3384617.0,735202,emails,714285,1451281000,2015-12-28 05:36:40,12/28/2015,12/2015,12,2015,Sid Demmy,Vernon Joseph
224,2482396.0,1847246,calls,1690582,1451378033,2015-12-29 08:33:53,12/29/2015,12/2015,12,2015,Rosalia Larroque,Meryl Pastuch
2318,2486267.0,728286,calls,786361,1451407673,2015-12-29 16:47:53,12/29/2015,12/2015,12,2015,Kerstin Belveal,Sheilah Stachniw
363,3433442.0,696047,emails,728286,1451561933,2015-12-31 11:38:53,12/31/2015,12/2015,12,2015,Jose Ringwald,Kerstin Belveal
145,3439899.0,857138,emails,721312,1451598391,2015-12-31 21:46:31,12/31/2015,12/2015,12,2015,Richard Fox,Alethia Halmick
873,3463891.0,1690582,emails,857138,1451734733,2016-01-02 11:38:53,01/02/2016,01/2016,1,2016,Meryl Pastuch,Richard Fox
2322,2546915.0,1847246,calls,786361,1451881973,2016-01-04 04:32:53,01/04/2016,01/2016,1,2016,Rosalia Larroque,Sheilah Stachniw
1750,3505600.0,714265,emails,698163,1451972796,2016-01-05 05:46:36,01/05/2016,01/2016,1,2016,Estella Greene,Hassie Anzalone
1011,3529904.0,969089,emails,857138,1452112733,2016-01-06 20:38:53,01/06/2016,01/2016,1,2016,Tobi Gatlin,Richard Fox
437,3654307.0,857138,emails,969089,1452829133,2016-01-15 03:38:53,01/15/2016,01/2016,1,2016,Richard Fox,Tobi Gatlin
2457,3699285.0,1108217,emails,51780,1453088333,2016-01-18 03:38:53,01/18/2016,01/2016,1,2016,Lindsy Henion,Melita Scarpaci
187,3702447.0,623027,emails,1108217,1453106333,2016-01-18 08:38:53,01/18/2016,01/2016,1,2016,Lizbeth Jindra,Lindsy Henion
223,2714152.0,387200,calls,1690582,1453206773,2016-01-19 12:32:53,01/19/2016,01/2016,1,2016,Augusta Sharp,Meryl Pastuch
2332,3729663.0,715014,emails,786361,1453263546,2016-01-20 04:19:06,01/20/2016,01/2016,1,2016,Lawrence Berry,Sheilah Stachniw
439,3751779.0,857138,emails,713284,1453391188,2016-01-21 15:46:28,01/21/2016,01/2016,1,2016,Richard Fox,Hortensia Dahme
1018,2800556.0,714046,calls,857138,1453882949,2016-01-27 08:22:29,01/27/2016,01/2016,1,2016,Adriene Carbonella,Richard Fox
2331,3870558.0,623027,emails,786361,1454071133,2016-01-29 12:38:53,01/29/2016,01/2016,1,2016,Lizbeth Jindra,Sheilah Stachniw
3,3898409.0,857138,emails,713701,1454230677,2016-01-31 08:57:57,01/31/2016,01/2016,1,2016,Richard Fox,Jane Tyler
2500,3928067.0,1108217,emails,387200,1454398733,2016-02-02 07:38:53,02/02/2016,02/2016,2,2016,Lindsy Henion,Augusta Sharp
1481,3977675.0,698163,emails,710674,1454684224,2016-02-05 14:57:04,02/05/2016,02/2016,2,2016,Hassie Anzalone,Christal Holste
2502,2917488.0,1847246,calls,387200,1454805233,2016-02-07 00:33:53,02/07/2016,02/2016,2,2016,Rosalia Larroque,Augusta Sharp
176,4019695.0,1039322,emails,1108217,1454924333,2016-02-08 09:38:53,02/08/2016,02/2016,2,2016,Dylan Ballard,Lindsy Henion
444,4031517.0,857138,emails,713336,1454991330,2016-02-09 04:15:30,02/09/2016,02/2016,2,2016,Richard Fox,Alexander Stevenson
350,2959523.0,387200,calls,728286,1455131273,2016-02-10 19:07:53,02/10/2016,02/2016,2,2016,Augusta Sharp,Kerstin Belveal
970,4114852.0,1847246,emails,857138,1455467933,2016-02-14 16:38:53,02/14/2016,02/2016,2,2016,Rosalia Larroque,Richard Fox
1484,4185816.0,698163,emails,713389,1455868254,2016-02-19 07:50:54,02/19/2016,02/2016,2,2016,Hassie Anzalone,Herman Delaware
222,3059844.0,1108217,calls,1690582,1455912893,2016-02-19 20:14:53,02/19/2016,02/2016,2,2016,Lindsy Henion,Meryl Pastuch
188,4231931.0,944354,emails,1108217,1456133933,2016-02-22 09:38:53,02/22/2016,02/2016,2,2016,Ferne Hards,Lindsy Henion
451,4234541.0,857138,emails,714007,1456148638,2016-02-22 13:43:58,02/22/2016,02/2016,2,2016,Richard Fox,Kenneth Brooks
242,4252522.0,735688,emails,1690582,1456251430,2016-02-23 18:17:10,02/23/2016,02/2016,2,2016,Leo Shambaugh,Meryl Pastuch
183,3143260.0,1847246,calls,1108217,1456573793,2016-02-27 11:49:53,02/27/2016,02/2016,2,2016,Rosalia Larroque,Lindsy Henion
769,4310789.0,1690582,emails,713444,1456585381,2016-02-27 15:03:01,02/27/2016,02/2016,2,2016,Meryl Pastuch,Laurice Eichenberg
459,3182030.0,857138,calls,713892,1456877727,2016-03-02 00:15:27,03/02/2016,03/2016,3,2016,Richard Fox,Bernard Harper
1038,3191931.0,714361,calls,857138,1456955462,2016-03-02 21:51:02,03/02/2016,03/2016,3,2016,Chanell Luciano,Richard Fox
2329,4390260.0,969089,emails,786361,1457041133,2016-03-03 21:38:53,03/03/2016,03/2016,3,2016,Tobi Gatlin,Sheilah Stachniw
42,4412659.0,857138,emails,712620,1457169745,2016-03-05 09:22:25,03/05/2016,03/2016,3,2016,Richard Fox,Ivory Soderling
2389,3240801.0,1690582,calls,713919,1457338671,2016-03-07 08:17:51,03/07/2016,03/2016,3,2016,Meryl Pastuch,Millie Reed
2390,3240803.0,1690582,calls,710636,1457338679,2016-03-07 08:17:59,03/07/2016,03/2016,3,2016,Meryl Pastuch,Cristi Precella
380,4459942.0,1690582,emails,1847246,1457440733,2016-03-08 12:38:53,03/08/2016,03/2016,3,2016,Meryl Pastuch,Rosalia Larroque
466,3261292.0,857138,calls,1642962,1457500493,2016-03-09 05:14:53,03/09/2016,03/2016,3,2016,Richard Fox,Glen Grant
2324,4510249.0,51780,emails,786361,1457728733,2016-03-11 20:38:53,03/11/2016,03/2016,3,2016,Melita Scarpaci,Sheilah Stachniw
1044,4512840.0,714748,emails,857138,1457743276,2016-03-12 00:41:16,03/12/2016,03/2016,3,2016,Jared Carter,Richard Fox
2169,3305792.0,735202,calls,708334,1457850883,2016-03-13 06:34:43,03/13/2016,03/2016,3,2016,Sid Demmy,Lanell Szczepaniak
170,3325770.0,1690582,calls,1108217,1458006593,2016-03-15 01:49:53,03/15/2016,03/2016,3,2016,Meryl Pastuch,Lindsy Henion
1046,4597606.0,712934,emails,857138,1458229745,2016-03-17 15:49:05,03/17/2016,03/2016,3,2016,Merlin Topal,Richard Fox
225,4639870.0,1847246,emails,1690582,1458473933,2016-03-20 11:38:53,03/20/2016,03/2016,3,2016,Rosalia Larroque,Meryl Pastuch
250,4648100.0,292073,emails,1690582,1458522410,2016-03-21 01:06:50,03/21/2016,03/2016,3,2016,Wilhelmina Nybo,Meryl Pastuch
1050,3404685.0,713619,calls,857138,1458626743,2016-03-22 06:05:43,03/22/2016,03/2016,3,2016,Bulah Breheny,Richard Fox
2466,4688716.0,1108217,emails,623027,1458754733,2016-03-23 17:38:53,03/23/2016,03/2016,3,2016,Lindsy Henion,Lizbeth Jindra
477,4730528.0,857138,emails,697020,1458994410,2016-03-26 12:13:30,03/26/2016,03/2016,3,2016,Richard Fox,Estela Dewing
1786,3490807.0,713429,calls,698163,1459301397,2016-03-30 01:29:57,03/30/2016,03/2016,3,2016,Amelia Wright,Hassie Anzalone
254,4872818.0,713256,emails,1690582,1459805817,2016-04-04 21:36:57,04/04/2016,04/2016,4,2016,Deann Gladwin,Meryl Pastuch
347,3558683.0,786361,calls,728286,1459832393,2016-04-05 04:59:53,04/05/2016,04/2016,4,2016,Sheilah Stachniw,Kerstin Belveal
2025,4884424.0,712803,emails,735202,1459874092,2016-04-05 16:34:52,04/05/2016,04/2016,4,2016,Celsa Combe,Sid Demmy
